HS Code,Category,Description,CD (Customs Duty),SD (Supplementary Duty),VAT (Value Added Tax),AIT (Advance Income Tax),RD (Regulatory Duty),AT (Advance Tax)
3023610,Fish & Aquatic Products,SOUTHEM BLUEFIN TUNAS (THUNNUS MACCOYII) WRA/CANN UPTO 2.5KG,25,10,15,5,3,7.5
3023690,Fish & Aquatic Products,"SOUTHEM BLUEFIN TUNAS (THUNNUS MACCOYII),NES",25,10,0,5,3,0
3023910,Fish & Aquatic Products,"Fresh Or Chilled Tunas, Nes, (Excl. Livers & Roes) Wrapped/Canned Upto 2.5kg",25,10,15,5,3,7.5
3023990,Fish & Aquatic Products,"Fresh Or Chilled Tunas, Nes,(Excl.Livers & Roes),nes",25,10,0,5,3,0
3024110,Fish & Aquatic Products,"Herrings (Clupea harengus, Clupea pallasi, Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3024190,Fish & Aquatic Products,"Herrings (Clupea harengus, Clupea pallasi, EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3024210,Fish & Aquatic Products,"Anchovies (Engraulis spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3024290,Fish & Aquatic Products,"Anchovies (Engraulis spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3024310,Fish & Aquatic Products,"Sardines ( Sardina pilachardus), sardinella (Sardinella spp), brisling . sprattus)Wr",25,0,15,5,3,7.5
3024390,Fish & Aquatic Products,"Sardines ( Sardina pilachardus), sardinella (Sardinella spp), brisling . sprattus) E",25,0,0,5,3,0
3024410,Fish & Aquatic Products,"Mackerel ( Scomber scombrus, Scomber australasicus, Scomber japonicus), Wrapped/canne",25,0,15,5,3,7.5
3024490,Fish & Aquatic Products,"Mackerel ( Scomber scombrus, Scomber australasicus, Scomber japonicus), EXCL. Wrapped",25,0,0,5,3,0
3024510,Fish & Aquatic Products,"Jack and horse mackerel (Trachurus spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3024590,Fish & Aquatic Products,"Jack and horse mackerel (Trachurus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3024610,Fish & Aquatic Products,"cobia (Rachycentron canadum), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3024690,Fish & Aquatic Products,"cobia (Rachycentron canadum), EXCL.Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3024710,Fish & Aquatic Products,"swordfish (Xiphias gladius), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3024790,Fish & Aquatic Products,"swordfish (Xiphias gladius), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3024910,Fish & Aquatic Products,Other Wrapped/canned upto 2.5 kg,25,0,15,5,3,7.5
3024990,Fish & Aquatic Products,Other excl. Wrapped/canned upto 2.5 kg,25,0,15,5,3,7.5
3025110,Fish & Aquatic Products,"Fish of the families Bregmacerotidae, Euclichthyidae,..:, Cod (Gadus morhua, ...), Wr",25,0,15,5,3,7.5
3025190,Fish & Aquatic Products,"Fish of the families Bregmacerotidae, Euclichthyidae,..:, Cod (Gadus morhua, ...), EX",25,0,0,5,3,0
3025210,Fish & Aquatic Products,"Haddock (Melanogrammus aeglefinus), Wrapped/canned upto 2.5 Kg",25,0,15,5,0,7.5
3025290,Fish & Aquatic Products,"Haddock (Melanogrammus aeglefinus), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,0,0
3025310,Fish & Aquatic Products,"Coalfish (Pollachius virens), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3025390,Fish & Aquatic Products,"Coalfish (Pollachius virens), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,0,0
3025410,Fish & Aquatic Products,"Hake (Merluccius spp, Urophycis spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,0,7.5
3025490,Fish & Aquatic Products,"Hake (Merluccius spp, Urophycis spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,0,0
3025510,Fish & Aquatic Products,"Alaska Pollack (Theraga chalcogramma), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3025590,Fish & Aquatic Products,"Alaska Pollack (Theraga chalcogramma), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,0,0
3025610,Fish & Aquatic Products,"Blue whitings (Micromesistius poutassou, Micromesistius australis), Wrapped/canned up",25,0,15,5,0,7.5
3025690,Fish & Aquatic Products,"Blue whitings (Micromesistius poutassou, Micromesistius australis), EXCL. Wrapped/can",25,0,0,5,0,0
3025910,Fish & Aquatic Products,"Other than Blue whitings , Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3025990,Fish & Aquatic Products,"Other than Blue withing, EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3027110,Fish & Aquatic Products,"Tilapias (Oreochromis spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3027190,Fish & Aquatic Products,"Tilapias (Oreochromis spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3027210,Fish & Aquatic Products,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), Wrapped/canned upto",25,0,15,5,3,7.5
3027290,Fish & Aquatic Products,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), EXCL. Wrapped/canne",25,0,0,5,3,0
3027310,Fish & Aquatic Products,"Carp (Cyprinus carpio, Carassius carassius, ..., Mylopharyngodon piceus). Wrapped/c",25,0,15,5,3,7.5
3027390,Fish & Aquatic Products,"Carp (Cyprinus carpio, Carassius carassius, ..., Mylopharyngodon piceus). EXCL.Wrap",25,0,0,5,3,0
3027410,Fish & Aquatic Products,"Eels (Anguilla spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3027490,Fish & Aquatic Products,"Eels (Anguilla spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3027910,Fish & Aquatic Products,"Other than Eels, Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3027990,Fish & Aquatic Products,"Other than Eels, EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3028110,Fish & Aquatic Products,"Dogfish and other sharks, Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3028190,Fish & Aquatic Products,"Dogfish and other sharks, EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3028210,Fish & Aquatic Products,"Rays and skates (Rajidae), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3028290,Fish & Aquatic Products,"Rays and skates (Rajidae), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3028310,Fish & Aquatic Products,"Toothfish (Dissostichus spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3028390,Fish & Aquatic Products,"Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3028410,Fish & Aquatic Products,"Seabass (Dicentrarchus spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3028490,Fish & Aquatic Products,"Seabass (Dicentrarchus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3028510,Fish & Aquatic Products,"Seabream (Sparidae), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3028590,Fish & Aquatic Products,"Seabream (Sparidae), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3028911,Fish & Aquatic Products,Hilsha fish wrapped/canned upto 2.5 kg,25,0,15,5,3,7.5
3028919,Fish & Aquatic Products,Hilsha fish (EXCL.wrapped/canned upto 2.5 kg),25,0,15,5,3,7.5
3028991,Fish & Aquatic Products,Other than Hilsha fish wrapped/canned upto 2.5 kg,25,0,15,5,3,7.5
3028999,Fish & Aquatic Products,Other than Hilsha fish (EXCL.wrapped/canned upto 2.5 kg ),25,0,0,5,3,0
3029110,Fish & Aquatic Products,"Livers, roes and milt wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3029190,Fish & Aquatic Products,"Livers, roes and milt Wrapped/canned upto 2.5 kg",25,0,15,5,3,7.5
3029210,Fish & Aquatic Products,Wrapped/canned upto 2.5 kg,25,0,15,5,3,7.5
3029290,Fish & Aquatic Products,Shark Fish Wrapped/canned upto 2.5 kg,25,0,15,5,3,7.5
3029910,Fish & Aquatic Products,other,25,10,15,5,3,7.5
3029990,Fish & Aquatic Products,Other,25,10,15,5,3,7.5
3031110,Fish & Aquatic Products,SOCKEYE SALMON (RED SALMON) ONCORHYNCHUS NERKA WRA/CANNED UPTO 2.5KG,25,10,15,5,3,7.5
3031190,Fish & Aquatic Products,"SOCKEYE SALMON (RED SALMON) ONCORHYNCHUS MERKA,NES",25,10,0,5,3,0
3031210,Fish & Aquatic Products,"Other Pacific salmon (Oncorhynchus gorbuscha, ...sou and Oncorhynchus rhodurus) Wrapped/",25,10,15,5,3,7.5
3031290,Fish & Aquatic Products,"Other Pacific salmon (Oncorhynchus gorbuscha, ... kisutch, Oncorhynchus masou and Oncorh",25,10,0,5,3,0
3031310,Fish & Aquatic Products,"Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), Wrapped/canned upto 2.5 K",25,10,15,5,3,7.5
3031390,Fish & Aquatic Products,"Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), EXCL. Wrapped/canned upto",25,10,0,5,3,0
3031410,Fish & Aquatic Products,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ..Oncorhynchus chrysogaster) Wrap",25,0,15,5,3,7.5
3031490,Fish & Aquatic Products,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ..Oncorhyn chrysogaster) EXCL.Wra",25,0,0,5,3,0
3031910,Fish & Aquatic Products,"PACIFIC SALMON EXCCLUDING LIVERS AND ROSE, OTHER WRAPPED/CANNED UPTO 2.5KG",25,10,15,5,3,7.5
3031990,Fish & Aquatic Products,"PACIFIC SALMON EXCCLUDING LIVERS AND ROSE, OTHER,NES",25,10,0,5,3,0
3032310,Fish & Aquatic Products,Tilapias (Oreochromis spp) Wrapped/canned upto 2.5 Kg,25,0,15,5,3,7.5
3032390,Fish & Aquatic Products,Other Tilapias (Oreochromis spp),25,0,0,5,3,0
3032410,Fish & Aquatic Products,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp) Wrapped/canned upto 2.5",25,0,15,5,3,7.5
3032490,Fish & Aquatic Products,"Other Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp)",25,0,0,5,3,0
3032510,Fish & Aquatic Products,"Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon ..piceus) Wrapped/canned u",25,0,15,5,3,7.5
3032590,Fish & Aquatic Products,"Other Carp (Cyprinus carpio, Carassius carassius, .. spp, Cirrhinus spp, Mylopharyngodon",25,0,0,5,3,0
3032610,Fish & Aquatic Products,"Eels (Anguilla spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3032690,Fish & Aquatic Products,"Eels (Anguilla spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3032910,Fish & Aquatic Products,"FISH FROZEN..WRAPPED/CANNED UPTO 2.5KG RUHI,KATLA,MRIGLE,PANGASH,KARP AND ALIKE",25,0,15,5,3,7.5
3032990,Fish & Aquatic Products,"Fish frozen.. Excl. wrapped/canned upto 2.5kg ruhi, katla,..,karp and alike Other",25,0,0,5,3,0
3033110,Fish & Aquatic Products,Frozen Halibut (Excl. Livers & Roes) Wrapped/Canned Upto 2.5kg,25,0,15,5,3,7.5
3033190,Fish & Aquatic Products,"Frozen Halibut (Excl. Livers & Roes),nes",25,0,0,5,3,0
3033210,Fish & Aquatic Products,"Frozen Plaice, (Excl. Livers & Roes), Wrapped/Canned upto 2.5kg",25,0,15,5,3,7.5
3033290,Fish & Aquatic Products,"Frozen Plaice, (Excl. Livers & Roes),nes",25,0,0,5,3,0
3033310,Fish & Aquatic Products,"Frozen Sole, (Excl. Libers & Roes), Wrapped/Canned Upto 2.5kg",25,0,15,5,3,7.5
3033390,Fish & Aquatic Products,"Frozen Sole, (Excl.Livers & Roes),nes",25,0,0,5,3,0
3033410,Fish & Aquatic Products,Turbots (Psetta maxima) Wrapped/canned upto 2.5 Kg,25,0,15,5,3,7.5
3033490,Fish & Aquatic Products,Other Turbots (Psetta maxima),25,0,0,5,3,0
3033910,Fish & Aquatic Products,"Frozen Flat Fish,(Excl.Livers & Roes),Excl.Halibut,Plaice & Sole Wrapped/Cann upto 2.5kg",25,0,15,5,3,7.5
3033990,Fish & Aquatic Products,"Frozen Flat Fish,(Excl.Livers & Roes), Excl. Halibut,Plaice And Sole,nes",25,0,0,5,3,0
3034110,Fish & Aquatic Products,Frozen Albacore Or Longfinned Tunas(Excl.Livers & Roes)Wrapped/Canned upto 2.5kg,25,0,15,5,3,7.5
3034190,Fish & Aquatic Products,"Frozen Albacore Or Longfinned Tunas,(Excl.Livers & Roes),nes",25,0,0,5,3,0
3034210,Fish & Aquatic Products,"Frozen Yellowfin Tunas, (Excl. Livers & Roes),Wrapped/Canned upto 2.5kg",25,10,15,5,3,7.5
3034290,Fish & Aquatic Products,"Frozen Yellowfin Tunas, (Excl. Livers & Roes),nes",25,10,0,5,3,0
3034310,Fish & Aquatic Products,Frozen Skipjack Or Stripe-Bellied Bonito(Excl.Livers & Roes)Wrap./Can. upto 2.5kg,25,0,15,5,3,7.5
3034390,Fish & Aquatic Products,"Frozen Skipjack Or Stripe-Bellied Bonito(Excl.Livers & Roes),nes",25,0,0,5,3,0
3034410,Fish & Aquatic Products,BIGEYE TUNAS (THUNNUS OBESUS) WRAPPED/CANNED UPTO 2.5KG,25,10,15,5,3,7.5
3034490,Fish & Aquatic Products,"BIGEYE TUNAS (THUNNUS OBESUS),NES",25,10,0,5,3,0
3034510,Fish & Aquatic Products,ATLANTIC & PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS....) WRAPPED/CANNED UPTO 2.5KG,25,10,15,5,3,7.5
3034590,Fish & Aquatic Products,OTHER ATLANTIC & PACIFIC BLUEFIN TUNAS (THUNNUS..) EXCL WRAPPED/CANNED UPTO 2.5KG,25,10,0,5,3,0
3034610,Fish & Aquatic Products,SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII) WRAPPED/CANNED UPTO 2.5KG,25,10,15,5,3,7.5
3034690,Fish & Aquatic Products,"SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII),NES",25,10,0,5,3,0
3034910,Fish & Aquatic Products,"Frozen Tunas, Nes, (Excl. Livers & Roes),Wrapped/Canned upto 2.5kg",25,10,15,5,3,7.5
3034990,Fish & Aquatic Products,"Frozen Tunas, Nes, (Excl. Livers & Roes),nes",25,10,0,5,3,0
3035110,Fish & Aquatic Products,"Herrings (Clupea harengus,Clupea pallasii), Wrapped/canned upto 2.5 kg",25,0,15,5,3,7.5
3035190,Fish & Aquatic Products,"Herrings (Clupea harengus,Clupea pallasii), NES",25,0,0,5,3,0
3035310,Fish & Aquatic Products,"Sardines (Sardina pilchardus, Sardinops spp), sardinella .. (Sprattus sprattus), Wrapped",25,0,15,5,3,7.5
3035390,Fish & Aquatic Products,"Sardines (Sardina pilchardus, Sardinops spp), sardinella.. (Sprattus sprattus), EXCL.Wra",25,0,15,5,3,7.5
3035410,Fish & Aquatic Products,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Wrapped/canned up",25,0,15,5,3,7.5
3035490,Fish & Aquatic Products,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), EXCL. Wrapped/can",25,0,0,5,3,0
3035510,Fish & Aquatic Products,Jack and horse mackerel (Trachurus spp) Wrapped/canned upto 2.5 Kg,25,0,15,5,3,7.5
3035590,Fish & Aquatic Products,Other Jack and horse mackerel (Trachurus spp),25,0,0,5,3,0
3035610,Fish & Aquatic Products,Cobia (Rachycentron canadum) Wrapped/canned upto 2.5 Kg,25,0,15,5,3,7.5
3035690,Fish & Aquatic Products,Other Cobia (Rachycentron canadum),25,0,0,5,3,0
3035710,Fish & Aquatic Products,"Swordfish (Xiphias gladius), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3035790,Fish & Aquatic Products,"Swordfish (Xiphias gladius), EXCL.Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3035910,Fish & Aquatic Products,Wrapped/canned upto 2.5 kg,25,0,15,5,3,7.5
3035990,Fish & Aquatic Products,Wrapped/canned upto 2.5 kg,25,0,15,5,3,7.5
3036310,Fish & Aquatic Products,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3036390,Fish & Aquatic Products,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3036410,Fish & Aquatic Products,"Haddock (Melanogrammus aeglefinus), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3036490,Fish & Aquatic Products,"Haddock (Melanogrammus aeglefinus), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3036510,Fish & Aquatic Products,"Coalfish (Pollachius virens), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3036590,Fish & Aquatic Products,"Coalfish (Pollachius virens), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3036610,Fish & Aquatic Products,"Hake (Merluccius spp, Urophycis spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3036690,Fish & Aquatic Products,"Hake (Merluccius spp, Urophycis spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3036710,Fish & Aquatic Products,Alaska Pollack (Theraga chalcogramma)Wrapped/canned upto 2.5 Kg,25,0,15,5,3,7.5
3036790,Fish & Aquatic Products,Other Alaska Pollack (Theraga chalcogramma),25,0,0,5,3,0
3036810,Fish & Aquatic Products,"Blue whitings (Micromesistius poutassou, Micromesistius australis) Wrapped/canned upto 2",25,0,15,5,3,7.5
3036890,Fish & Aquatic Products,"Other Blue whitings (Micromesistius poutassou, Micromesistius australis)",25,0,0,5,3,0
3036910,Fish & Aquatic Products,Fish of the families Wrapped/canned upto 2.5 Kg,25,0,15,5,3,7.5
3036990,Fish & Aquatic Products,Other Fish of the families,25,0,0,5,3,0
3038110,Fish & Aquatic Products,"Dogfish and other sharks, Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3038190,Fish & Aquatic Products,"Dogfish and other sharks, EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3038210,Fish & Aquatic Products,Rays and skates (Rajidae) Wrapped/canned upto 2.5 Kg,25,0,15,5,3,7.5
3038290,Fish & Aquatic Products,Other Rays and skates (Rajidae),25,0,0,5,3,0
3038310,Fish & Aquatic Products,"Toothfish (Dissostichus spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3038390,Fish & Aquatic Products,"Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3038410,Fish & Aquatic Products,"Seabass (Dicentrarchus spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3038490,Fish & Aquatic Products,"Seabass (Dicentrarchus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3038910,Fish & Aquatic Products,"Other fish, excluding livers and roes :Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3038990,Fish & Aquatic Products,"Other fish, excluding livers and roes :",25,0,0,5,3,0
3039110,Fish & Aquatic Products,"Livers, roes and milt Wrapped/canned upto 2.5 kg",25,0,15,5,3,7.5
3039190,Fish & Aquatic Products,"Other Livers, roes and milt excl. Wrapped/canned upto 2.5 kg",25,0,15,5,3,7.5
3039210,Fish & Aquatic Products,Shark Fish Wrapped/canned upto 2.5 kg,25,0,15,5,3,7.5
3039290,Fish & Aquatic Products,Other Shark Fish excl. Wrapped/canned upto 2.5 kg,25,0,15,5,3,7.5
3039910,Fish & Aquatic Products,Other Wrapped/canned upto 2.5 kg,25,0,15,5,3,7.5
3039990,Fish & Aquatic Products,Other excl. Wrapped/canned upto 2.5 kg,25,0,15,5,3,7.5
3043110,Fish & Aquatic Products,"Tilapias (Oreochromis spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3043190,Fish & Aquatic Products,"Tilapias (Oreochromis spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3043210,Fish & Aquatic Products,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), Wrapped/canned upto 2.",25,0,15,5,3,7.5
3043290,Fish & Aquatic Products,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), EXCL. Wrapped/canned u",25,0,0,5,3,0
3043310,Fish & Aquatic Products,"Nile Perch (Lates niloticus),Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3043390,Fish & Aquatic Products,"Nile Perch (Lates niloticus), EXCL.Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3043910,Fish & Aquatic Products,"Other than Nile Perch (Lates niloticus), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3043990,Fish & Aquatic Products,"Other than Nile Perch (Lates niloticus), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3044110,Fish & Aquatic Products,"Fresh or chilled fillets of other fish :Pacific salmon (Oncorhynchus..), Wrapped/canned",25,10,15,5,3,7.5
3044190,Fish & Aquatic Products,"Fresh or chilled fillets of other fish :Pacific salmon (Oncorhynchus..), EXCL. Wrapped/c",25,10,0,5,3,0
3044210,Fish & Aquatic Products,"Trout (Salmo trutta, Oncorhynchus mykiss, ... chrysogaster), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3044290,Fish & Aquatic Products,"Trout (Salmo trutta, Oncorhynchus mykiss, ... chrysogaster), EXCL. Wrapped/canned upto 2",25,0,0,5,3,0
3044310,Fish & Aquatic Products,"Flat fish (Pleuronectidae, Bothidae, .Citharidae), Wrapped/canned upto 2.5 Kg ,",25,0,15,5,3,7.5
3044390,Fish & Aquatic Products,"Flat fish (Pleuronectidae, Bothidae, .Citharidae), EXCL. Wrapped/canned upto 2.5 Kg ,",25,0,0,5,3,0
3044410,Fish & Aquatic Products,"Fish of the families Bregmacerotidae, Euclichthyidae, , Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3044490,Fish & Aquatic Products,"Fish of the families Bregmacerotidae, Euclichthyidae, , EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3044510,Fish & Aquatic Products,"Swordfish (Xiphias gladius, Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3044590,Fish & Aquatic Products,"Swordfish (Xiphias gladius, EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3044610,Fish & Aquatic Products,"Toothfish (Dissostichus spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3044690,Fish & Aquatic Products,"Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3044710,Fish & Aquatic Products,Dogfish and other sharks,25,0,15,5,3,7.5
3044790,Fish & Aquatic Products,Dogfish and other sharks,25,0,15,5,3,7.5
3044810,Fish & Aquatic Products,Rays and skates (Rajidae),25,0,15,5,3,7.5
3044890,Fish & Aquatic Products,Rays and skates (Rajidae),25,0,15,5,3,7.5
3044910,Fish & Aquatic Products,"Other than Toothfish (Dissostichus spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3044990,Fish & Aquatic Products,"Other than Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3045110,Fish & Aquatic Products,"Other, fresh or chilled : Tilapias (Oreochromis spp), ...Channa spp), Wrapped/canned upt",25,0,15,5,3,7.5
3045190,Fish & Aquatic Products,"Other, fresh or chilled : Tilapias (Oreochromis spp), ...Channa spp), EXCL. Wrapped/cann",25,0,0,5,3,0
3045210,Fish & Aquatic Products,"Salmonidae, Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3045290,Fish & Aquatic Products,"Salmonidae, EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3045310,Fish & Aquatic Products,"Fish of the families Bregmacerotidae, ...and Muraenolepididae, Wrapped/canned upto 2.5 K",25,0,15,5,3,7.5
3045390,Fish & Aquatic Products,"Fish of the families Bregmacerotidae, ...and Muraenolepididae, EXCL. Wrapped/canned upto",25,0,0,5,3,0
3045410,Fish & Aquatic Products,"Swordfish (Xiphias gladius), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3045490,Fish & Aquatic Products,"Swordfish (Xiphias gladius), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3045510,Fish & Aquatic Products,"Toothfish (Dissostichus spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3045590,Fish & Aquatic Products,"Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3045610,Fish & Aquatic Products,Dogfish and other shark,25,0,15,5,3,7.5
3045690,Fish & Aquatic Products,Dogfish and other shark,25,0,15,5,3,7.5
3045710,Fish & Aquatic Products,Rays and skates (Rajidae),25,0,15,5,3,7.5
3045790,Fish & Aquatic Products,Rays and skates (Rajidae),25,0,15,5,3,7.5
3045910,Fish & Aquatic Products,"Toothfish (Dissostichus spp), NES, Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3045990,Fish & Aquatic Products,"Toothfish (Dissostichus spp), NES, EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3046110,Fish & Aquatic Products,"Tilapias (Oreochromis spp), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3046190,Fish & Aquatic Products,"Tilapias (Oreochromis spp), EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3046210,Fish & Aquatic Products,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), Wrapped/canned upto 2.",25,0,15,5,3,7.5
3046290,Fish & Aquatic Products,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), EXCL. Wrapped/canned u",25,0,0,5,3,0
3046310,Fish & Aquatic Products,"Nile Perch (Lates niloticus), Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3046390,Fish & Aquatic Products,"Nile Perch (Lates niloticus), EXCL.Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
3046910,Fish & Aquatic Products,"Nile Perch (Lates niloticus), NES, Wrapped/canned upto 2.5 Kg",25,0,15,5,3,7.5
3046990,Fish & Aquatic Products,"Nile Perch (Lates niloticus), NES, EXCL. Wrapped/canned upto 2.5 Kg",25,0,0,5,3,0
